customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,age,under_30,married,number_of_dependents,satisfaction_score,customer_status,quarter,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,device_protection_plan,premium_tech_support,streaming_music,unlimited_data,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
2284-VFLKH,1,United States,California,Clipper Mills,95930,"39.562239, -121.14836",39.562239,-121.14836,Male,No,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.25,4920.8,No,0,43,4995,,23,Yes,Yes,0,3,Stayed,Q3,Yes,4,49,33.93,Fiber Optic,27,Yes,Yes,Yes,Yes,99.25,0.0,0,1662.57,6583.37
3807-BPOMJ,1,United States,California,Dobbins,95935,"39.381174, -121.21191",39.381174,-121.21191,Female,No,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,94.75,5276.1,No,0,63,6021,,59,No,Yes,0,4,Stayed,Q3,Yes,6,55,24.93,Fiber Optic,17,No,No,Yes,Yes,94.75,0.0,0,1371.15,6647.25
3892-NXAZG,1,United States,California,Downieville,95936,"39.578792, -120.780786",39.578792,-120.780786,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8289.2,No,0,72,6254,,56,No,Yes,1,4,Stayed,Q3,Yes,4,72,5.81,Fiber Optic,29,Yes,Yes,Yes,Yes,114.05,0.0,0,418.32,8707.52
4948-WBBKL,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.931425,-121.946081,Female,Yes,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2659.45,No,0,23,5041,,80,No,No,0,3,Stayed,Q3,No,0,36,41.57,Fiber Optic,10,No,No,No,Yes,74.9,0.0,0,1496.52,4155.969999999999
0988-AADSA,1,United States,California,Forbestown,95941,"39.531028, -121.24807",39.531028,-121.24807,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.85,5824.75,No,0,56,6317,,40,No,Yes,2,4,Stayed,Q3,Yes,5,72,9.72,Cable,15,Yes,Yes,Yes,No,80.85,0.0,10,699.84,6534.59
9972-NKTFD,1,United States,California,Forest Ranch,95942,"40.077028, -121.494168",40.077028,-121.494168,Female,No,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,No,0,73,3185,,55,No,No,0,5,Stayed,Q3,No,0,28,25.59,Cable,7,No,Yes,No,Yes,54.65,0.0,0,716.52,2234.02
3717-LNXKW,1,United States,California,Glenn,95943,"39.597975, -122.032248",39.597975,-122.032248,Male,No,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,No,0,36,3676,,36,No,Yes,0,3,Stayed,Q3,Yes,3,38,12.71,Fiber Optic,9,No,No,No,Yes,91.7,0.0,0,482.98,3962.03
5734-EJKXG,1,United States,California,Goodyears Bar,95944,"39.564113, -120.868836",39.564113,-120.868836,Female,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.6,7365.7,No,0,76,5536,,25,Yes,No,0,3,Stayed,Q3,No,0,61,38.78,Fiber Optic,42,Yes,Yes,Yes,Yes,118.6,0.0,0,2365.58,9731.279999999999
9695-IDRZR,1,United States,California,Greenville,95947,"40.160386, -120.835428",40.160386,-120.835428,Female,No,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.15,3946.9,No,0,46,5104,,26,Yes,No,3,4,Stayed,Q3,No,0,34,27.47,Fiber Optic,51,Yes,Yes,Yes,Yes,116.15,0.0,0,933.98,4880.88
8144-DGHXP,1,United States,California,Gridley,95948,"39.346898, -121.759537",39.346898,-121.759537,Female,No,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.6,4299.95,No,0,53,4231,,46,No,No,0,4,Stayed,Q3,No,0,54,36.68,DSL,28,Yes,Yes,Yes,No,80.6,0.0,140,1980.72,6420.67
8631-WUXGY,1,United States,California,Magalia,95954,"39.933852, -121.584371",39.933852,-121.584371,Female,No,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4391.25,No,0,46,2405,,26,Yes,No,2,5,Stayed,Q3,No,0,46,17.51,Fiber Optic,85,Yes,No,Yes,Yes,99.8,0.0,0,805.46,5196.71
5906-DVAPM,1,United States,California,Meridian,95957,"39.068071, -121.832638",39.068071,-121.832638,Female,No,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),75.0,4213.9,No,0,65,5011,,27,Yes,Yes,2,3,Stayed,Q3,Yes,7,55,33.5,DSL,51,No,Yes,No,Yes,75.0,0.0,0,1842.5,6056.4
8348-JLBUG,1,United States,California,North San Juan,95960,"39.423046, -120.984472",39.423046,-120.984472,Male,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),80.3,5017.7,No,0,34,4270,,77,No,Yes,0,3,Stayed,Q3,Yes,5,64,14.87,Fiber Optic,16,Yes,No,No,Yes,80.3,0.0,0,951.68,5969.38
5641-DMBFJ,1,United States,California,Oregon House,95962,"39.342587, -121.249833",39.342587,-121.249833,Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,No,0,69,5724,,29,Yes,Yes,0,4,Stayed,Q3,Yes,1,58,31.27,DSL,59,Yes,Yes,Yes,Yes,84.3,0.0,0,1813.66,6730.0599999999995
9200-NLNPD,1,United States,California,Orland,95963,"39.748037, -122.302169",39.748037,-122.302169,Male,No,Yes,No,56,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.05,2959.8,No,0,27,6445,,20,Yes,Yes,0,4,Stayed,Q3,Yes,10,56,0.0,DSL,30,Yes,Yes,Yes,No,54.05,0.0,40,0.0,2999.8
2664-XJZNO,1,United States,California,Oroville,95965,"39.624561, -121.552866",39.624561,-121.552866,Male,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.9,7559.55,No,0,35,5169,,43,No,Yes,3,4,Stayed,Q3,Yes,5,72,6.95,Fiber Optic,57,Yes,Yes,Yes,Yes,104.9,0.0,0,500.40000000000003,8059.95
3339-EAQNV,1,United States,California,Palermo,95968,"39.435756, -121.552071",39.435756,-121.552071,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,No,0,69,6156,,75,No,Yes,0,5,Stayed,Q3,Yes,7,72,11.23,Fiber Optic,20,No,No,Yes,Yes,97.25,0.0,0,808.5600000000001,7941.660000000001
0921-OHLVP,1,United States,California,Paradise,95969,"39.69676, -121.644379",39.69676,-121.644379,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,No,0,59,5357,,35,No,No,0,4,Stayed,Q3,No,0,22,11.46,Fiber Optic,16,No,No,Yes,Yes,83.05,0.0,0,252.12,2051.42
8350-NYMVI,1,United States,California,Chico,95973,"39.903272, -121.843567",39.903272,-121.843567,Female,No,No,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,No,0,42,3618,,35,No,No,0,3,Stayed,Q3,No,0,39,0.0,DSL,8,Yes,Yes,No,Yes,41.1,0.0,0,0.0,1597.05
1600-DILPE,1,United States,California,Richvale,95974,"39.495768, -121.747472",39.495768,-121.747472,Female,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,No,0,35,4998,,47,No,No,0,3,Stayed,Q3,No,0,12,36.11,DSL,13,No,No,No,Yes,45.0,0.0,0,433.32,957.6700000000001
0536-ESJEP,1,United States,California,Rough And Ready,95975,"39.225634, -121.156163",39.225634,-121.156163,Male,No,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.55,4191.45,No,0,59,4544,,48,No,Yes,0,4,Stayed,Q3,Yes,8,54,14.18,DSL,25,No,No,Yes,Yes,74.55,0.0,0,765.72,4957.17
4654-GGUII,1,United States,California,Smartville,95977,"39.176595, -121.291692",39.176595,-121.291692,Female,No,No,No,18,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,40.2,711.95,No,0,48,4624,,28,Yes,No,0,4,Stayed,Q3,No,0,18,0.0,DSL,48,No,Yes,No,No,40.2,0.0,90,0.0,801.95
6478-HRRCZ,1,United States,California,Stirling City,95978,"39.904002, -121.527823",39.904002,-121.527823,Male,No,Yes,No,32,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.5,2201.75,No,0,61,5870,,47,No,Yes,0,4,Stayed,Q3,Yes,7,32,44.45,DSL,6,No,Yes,Yes,Yes,70.5,0.0,0,1422.4,3624.15
2360-RDGRO,1,United States,California,Sutter,95982,"39.172777, -121.805845",39.172777,-121.805845,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,6812.95,No,0,70,5089,,48,No,Yes,0,3,Stayed,Q3,Yes,4,65,41.2,Fiber Optic,10,Yes,No,Yes,Yes,104.25,0.0,0,2678.0,9490.95
0584-BJQGZ,1,United States,California,Taylorsville,95983,"40.053684, -120.743116",40.053684,-120.743116,Female,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,No,0,63,4855,,19,Yes,No,0,4,Stayed,Q3,No,0,25,28.05,Cable,85,Yes,Yes,No,Yes,78.35,0.0,0,701.25,2539.15
1360-XFJMR,1,United States,California,Washington,95986,"39.34128, -120.786867",39.34128,-120.786867,Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,No,0,24,4017,,50,No,Yes,0,4,Stayed,Q3,Yes,6,67,17.72,Fiber Optic,23,Yes,Yes,Yes,Yes,109.7,0.0,0,1187.24,8531.69
5730-RIITO,1,United States,California,Willows,95988,"39.493991, -122.286363",39.493991,-122.286363,Female,Yes,No,No,43,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,No,0,79,4757,,73,No,No,0,3,Stayed,Q3,No,0,43,0.0,DSL,18,No,No,No,No,33.45,0.0,40,0.0,1540.25
9058-MJLZC,1,United States,California,Yuba City,95991,"39.02741, -121.614982",39.02741,-121.614982,Female,No,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,2283.15,No,0,42,3667,,37,No,No,0,3,Stayed,Q3,No,0,24,35.56,Fiber Optic,3,No,No,Yes,Yes,94.6,0.0,0,853.44,3136.59
0056-EPFBG,1,United States,California,Redding,96003,"40.677649, -122.29467",40.677649,-122.29467,Male,No,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,No,0,29,3899,,33,No,Yes,1,3,Stayed,Q3,Yes,4,20,0.0,Cable,22,Yes,Yes,No,Yes,39.4,0.0,0,0.0,825.4
8993-IZEUX,1,United States,California,Adin,96006,"41.171578, -120.913161",41.171578,-120.913161,Male,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.15,488.65,No,0,20,4320,,54,No,No,0,3,Stayed,Q3,No,0,7,21.12,Fiber Optic,7,No,No,No,Yes,69.15,0.0,0,147.84,636.49
8190-ZTQFB,1,United States,California,Bieber,96009,"41.083464, -121.107929",41.083464,-121.107929,Male,No,No,No,41,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,No,0,59,5622,,50,No,No,0,5,Stayed,Q3,No,0,41,0.0,Cable,8,Yes,No,Yes,No,51.35,0.0,80,0.0,2155.1
0931-MHTEM,1,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775272,-123.287414,Female,No,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,No,0,69,4478,,36,No,No,0,4,Stayed,Q3,No,0,54,34.27,Fiber Optic,20,No,No,Yes,Yes,100.05,0.0,0,1850.5800000000002,7150.23
0440-UEDAI,1,United States,California,Callahan,96014,"41.388397, -122.794636",41.388397,-122.794636,Female,No,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,No,0,64,5452,,59,No,No,0,4,Stayed,Q3,No,0,53,33.88,Fiber Optic,6,Yes,Yes,Yes,Yes,94.45,0.0,0,1795.64,6838.39
1337-BOZWO,1,United States,California,Canby,96015,"41.486953, -120.913975",41.486953,-120.913975,Male,No,Yes,Yes,18,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),46.4,812.4,No,0,35,4003,,25,Yes,Yes,2,5,Stayed,Q3,Yes,2,18,0.0,DSL,59,Yes,No,No,Yes,46.4,0.0,0,0.0,812.4
0868-VJRDR,1,United States,California,Cassel,96016,"40.936285, -121.572692",40.936285,-121.572692,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,No,0,36,4337,,61,No,Yes,0,4,Stayed,Q3,Yes,1,64,4.76,Fiber Optic,8,No,Yes,Yes,Yes,104.05,0.0,0,304.64,6910.1900000000005
6344-SFJVH,1,United States,California,Shasta Lake,96019,"40.692523, -122.369876",40.692523,-122.369876,Female,No,No,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24.9,505.95,No,0,20,5942,,41,No,No,0,5,Stayed,Q3,No,0,20,0.0,DSL,21,No,No,No,Yes,24.9,0.0,0,0.0,505.95
3950-VPYJB,1,United States,California,Chester,96020,"40.243494, -121.154733",40.243494,-121.154733,Male,No,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,59.6,3509.4,No,0,28,4778,,37,No,Yes,3,3,Stayed,Q3,Yes,7,57,14.55,DSL,58,No,Yes,No,No,59.6,0.0,70,829.35,4408.75
8041-TMEID,1,United States,California,Corning,96021,"39.913777, -122.289984",39.913777,-122.289984,Male,Yes,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),108.5,6991.9,No,0,49,6453,,73,No,Yes,0,4,Stayed,Q3,Yes,1,63,37.12,Fiber Optic,18,Yes,No,Yes,Yes,108.5,0.0,0,2338.56,9330.46
7321-ZNSLA,1,United States,California,Cottonwood,96022,"40.336392, -122.448533",40.336392,-122.448533,Male,No,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,40.55,590.35,No,0,27,2898,,58,No,Yes,3,3,Stayed,Q3,No,0,13,0.0,DSL,57,No,Yes,No,Yes,40.55,0.0,0,0.0,590.35
6941-KXRRV,1,United States,California,Dorris,96023,"41.949216, -122.050062",41.949216,-122.050062,Female,Yes,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.95,2789.7,No,0,49,4815,,65,No,Yes,0,3,Stayed,Q3,Yes,10,48,34.43,DSL,2,No,No,Yes,Yes,58.95,0.0,0,1652.6399999999999,4442.34
9475-NNDGC,1,United States,California,Etna,96027,"41.405193, -123.008567",41.405193,-123.008567,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,No,0,75,4068,,50,No,Yes,0,3,Stayed,Q3,Yes,8,71,27.16,Fiber Optic,3,Yes,Yes,Yes,Yes,113.15,0.0,0,1928.36,9881.61
1355-KUSBG,1,United States,California,Fall River Mills,96028,"41.017282, -121.468945",41.017282,-121.468945,Female,No,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.8,349.8,No,0,51,4785,,56,No,Yes,2,4,Stayed,Q3,Yes,1,7,9.1,DSL,28,No,No,No,Yes,48.8,0.0,0,63.699999999999996,413.5
3688-FTHLT,1,United States,California,Flournoy,96029,"39.84784, -122.544556",39.84784,-122.544556,Female,No,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,No,0,73,3214,,56,No,No,0,3,Stayed,Q3,No,0,16,42.73,DSL,23,No,No,Yes,No,63.05,0.0,10,683.68,1760.73
0899-LIIBW,1,United States,California,Forks Of Salmon,96031,"41.232128, -123.194748",41.232128,-123.194748,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,No,0,76,5891,,21,Yes,Yes,0,5,Stayed,Q3,Yes,8,34,33.55,Fiber Optic,41,Yes,No,Yes,Yes,100.85,0.0,0,1140.6999999999998,4668.0
1384-RCUXW,1,United States,California,French Gulch,96033,"40.740138, -122.587476",40.740138,-122.587476,Male,No,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.55,1248.9,No,0,24,5183,,58,No,No,0,4,Stayed,Q3,No,0,16,34.18,Fiber Optic,8,No,No,No,Yes,80.55,0.0,0,546.88,1795.7800000000002
5825-XJOCM,1,United States,California,Gazelle,96034,"41.411315, -122.697236",41.411315,-122.697236,Male,No,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,No,0,45,2545,,39,No,No,3,4,Stayed,Q3,No,0,48,26.24,Cable,53,Yes,No,No,Yes,64.4,0.0,0,1259.52,4294.87
6848-YLDFR,1,United States,California,Gerber,96035,"40.03194, -122.176023",40.03194,-122.176023,Male,No,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,No,0,46,4559,,54,No,Yes,2,4,Stayed,Q3,Yes,9,58,35.35,DSL,29,No,Yes,Yes,Yes,75.2,0.0,0,2050.3,6351.1
8125-QPFJD,1,United States,California,Greenview,96037,"41.528541, -122.955018",41.528541,-122.955018,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,No,0,65,4447,,36,No,Yes,0,4,Stayed,Q3,Yes,7,72,1.34,DSL,19,Yes,Yes,Yes,Yes,84.9,0.0,0,96.48,6161.78
4973-RLZVI,1,United States,California,Hornbrook,96044,"41.962127, -122.527696",41.962127,-122.527696,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,No,0,59,5616,,52,No,No,0,3,Stayed,Q3,No,0,30,4.22,DSL,13,Yes,Yes,No,No,74.65,0.0,50,126.6,2485.2
7869-ZYDST,1,United States,California,Hyampom,96046,"40.648024, -123.465088",40.648024,-123.465088,Male,No,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,No,0,59,5841,,33,No,Yes,0,5,Stayed,Q3,No,0,31,28.72,Cable,21,No,No,No,Yes,59.05,0.0,0,890.3199999999999,2773.12
4501-UYKBC,1,United States,California,Igo,96047,"40.524535, -122.647172",40.524535,-122.647172,Female,Yes,No,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,No,0,30,3856,,65,No,No,0,3,Stayed,Q3,No,0,46,16.04,DSL,26,Yes,Yes,Yes,Yes,69.1,0.0,0,737.8399999999999,3993.1899999999996
2305-MRGLV,1,United States,California,Klamath River,96050,"41.816595, -122.948287",41.816595,-122.948287,Male,No,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,No,0,71,2085,,31,No,Yes,0,3,Stayed,Q3,Yes,10,28,21.91,Fiber Optic,5,No,Yes,No,Yes,76.55,0.0,0,613.48,2678.88
8404-VIOMB,1,United States,California,Lakehead,96051,"40.883853, -122.418258",40.883853,-122.418258,Female,No,No,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.5,4136.4,No,0,57,4165,,52,No,No,0,4,Stayed,Q3,No,0,66,0.0,DSL,15,Yes,Yes,Yes,Yes,62.5,0.0,0,0.0,4136.4
2359-KLTEK,1,United States,California,Lookout,96054,"41.280478, -121.160249",41.280478,-121.160249,Female,No,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848.0,No,0,53,3539,,25,Yes,Yes,3,3,Stayed,Q3,Yes,2,41,43.19,Fiber Optic,59,Yes,No,Yes,Yes,94.9,0.0,0,1770.79,5618.79
5304-EFJLP,1,United States,California,Los Molinos,96055,"40.059385, -122.091481",40.059385,-122.091481,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,No,0,36,4406,,72,No,Yes,0,4,Stayed,Q3,Yes,4,72,16.92,Fiber Optic,19,Yes,Yes,Yes,No,111.65,0.0,110,1218.2400000000002,9351.09
4393-RYCRE,1,United States,California,Macdoel,96058,"41.769709, -121.92063",41.769709,-121.92063,Male,No,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.05,4510.8,No,0,60,4588,,25,Yes,No,0,3,Stayed,Q3,No,0,44,38.33,Fiber Optic,41,Yes,No,Yes,Yes,106.05,0.0,0,1686.52,6197.32
9746-MDMBK,1,United States,California,Manton,96059,"40.426679, -121.850421",40.426679,-121.850421,Male,No,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,5317.8,No,0,35,3729,,58,No,Yes,1,3,Stayed,Q3,Yes,7,47,9.19,Fiber Optic,19,Yes,Yes,Yes,Yes,113.45,0.0,0,431.92999999999995,5749.7300000000005
3162-ZJZFU,1,United States,California,Mill Creek,96061,"40.331975, -121.460674",40.331975,-121.460674,Male,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,No,0,27,4700,,25,Yes,Yes,2,3,Stayed,Q3,Yes,5,53,24.33,Fiber Optic,52,No,Yes,No,Yes,92.55,0.0,0,1289.49,6068.94
8404-GFGCZ,1,United States,California,Millville,96062,"40.531257, -122.148139",40.531257,-122.148139,Male,No,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.6,250.1,No,0,44,4552,,49,No,Yes,0,4,Stayed,Q3,Yes,7,4,10.13,DSL,3,Yes,No,No,Yes,65.6,0.0,0,40.52,290.62
8875-AKBYH,1,United States,California,Mineral,96063,"40.408796, -121.579609",40.408796,-121.579609,Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,No,0,70,4915,,78,No,No,0,4,Stayed,Q3,No,0,20,25.51,Fiber Optic,9,No,No,No,No,84.35,0.0,10,510.20000000000005,2265.4
0533-UCAAU,1,United States,California,Montgomery Creek,96065,"40.877552, -121.885884",40.877552,-121.885884,Male,Yes,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,No,0,40,5462,,72,No,Yes,0,5,Stayed,Q3,Yes,2,57,48.16,DSL,10,Yes,No,No,Yes,71.1,0.0,0,2745.12,6885.22
1394-SUIUH,1,United States,California,Mount Shasta,96067,"41.33832, -122.290756",41.33832,-122.290756,Female,Yes,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.15,3670.5,No,0,45,2672,,70,No,Yes,0,4,Stayed,Q3,Yes,4,44,44.44,Fiber Optic,6,No,Yes,No,Yes,85.15,0.0,0,1955.36,5625.86
3521-MNKLV,1,United States,California,Nubieber,96068,"41.082472, -121.195215",41.082472,-121.195215,Male,No,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.7,1167.8,No,0,48,5832,,25,Yes,No,0,5,Stayed,Q3,No,0,24,38.68,DSL,73,Yes,No,No,Yes,49.7,0.0,0,928.3199999999999,2096.12
2533-TIBIX,1,United States,California,Oak Run,96069,"40.689243, -122.037023",40.689243,-122.037023,Male,No,Yes,Yes,15,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,No,0,78,5825,,59,No,Yes,2,4,Stayed,Q3,Yes,8,15,0.0,Cable,16,No,No,No,Yes,30.2,0.0,0,0.0,469.65
5092-STPKP,1,United States,California,Platina,96076,"40.367964, -122.937379",40.367964,-122.937379,Female,No,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.35,1381.2,No,0,42,5128,,45,No,No,0,4,Stayed,Q3,No,0,24,30.18,DSL,4,No,Yes,No,Yes,56.35,0.0,0,724.3199999999999,2105.52
0114-PEGZZ,1,United States,California,Round Mountain,96084,"40.923558, -122.059933",40.923558,-122.059933,Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,No,0,33,4800,,39,No,No,0,3,Stayed,Q3,No,0,33,49.69,Fiber Optic,12,Yes,No,Yes,Yes,107.55,0.0,0,1639.77,5285.27
8639-NHQEI,1,United States,California,Seiad Valley,96086,"41.924174, -123.260788",41.924174,-123.260788,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.9,6954.15,No,0,30,4213,,26,Yes,Yes,3,3,Stayed,Q3,Yes,9,72,11.85,Fiber Optic,59,No,No,No,Yes,95.9,0.0,0,853.1999999999999,7807.349999999999
3720-DBRWL,1,United States,California,Tehama,96090,"40.021787, -122.127576",40.021787,-122.127576,Male,No,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,No,0,53,5703,,20,Yes,Yes,0,3,Stayed,Q3,Yes,5,51,6.89,Cable,41,Yes,Yes,Yes,Yes,83.85,0.0,0,351.39,4658.490000000001
